epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.2676973044872284,32.018775939941406,1e-04,0.36587077379226685,21.670574188232422
1,0.33127978444099426,15.207601547241211,1e-04,0.4143258333206177,9.62430191040039
2,0.36681002378463745,7.196660995483398,1e-04,0.4192415773868561,4.923875331878662
3,0.39350613951683044,4.048018455505371,1e-04,0.423103928565979,3.0823841094970703
4,0.41749003529548645,2.7973215579986572,1e-04,0.4311797618865967,2.54154372215271
5,0.4404664933681488,2.2545418739318848,1e-04,0.45014044642448425,1.9907335042953491
6,0.4538726806640625,1.9903827905654907,1e-04,0.49473315477371216,1.7520947456359863
7,0.47235459089279175,1.8202239274978638,1e-04,0.5126404762268066,1.6184055805206299
8,0.4818474054336548,1.7248740196228027,1e-04,0.5165027976036072,1.5672883987426758
9,0.4940912127494812,1.6515302658081055,1e-04,0.521769642829895,1.5205869674682617
10,0.5024603605270386,1.5927294492721558,1e-04,0.5308988690376282,1.5062341690063477
11,0.5082335472106934,1.5511221885681152,1e-04,0.53125,1.4348094463348389
12,0.5174551606178284,1.5098705291748047,1e-04,0.47050562500953674,1.7260241508483887
13,0.5226471424102783,1.4869754314422607,1e-04,0.5428370833396912,1.4202709197998047
14,0.5250493884086609,1.4575353860855103,1e-04,0.5066713690757751,1.4940462112426758
15,0.5306676030158997,1.4397220611572266,1e-04,0.5291432738304138,1.47386634349823
16,0.5395404696464539,1.413991928100586,1e-04,0.5182584524154663,1.4722111225128174
17,0.5426788926124573,1.4008331298828125,1e-04,0.5284410119056702,1.447128415107727
18,0.5471734404563904,1.3835749626159668,1e-04,0.5417836904525757,1.4394339323043823
19,0.5507380962371826,1.3799433708190918,1e-04,0.5365168452262878,1.4120439291000366
20,0.5550776720046997,1.3569103479385376,1e-04,0.5175561904907227,1.4199857711791992
21,0.5560076236724854,1.3615877628326416,1e-04,0.5607444047927856,1.352866291999817
22,0.563020646572113,1.34658682346344,1e-04,0.5028089880943298,1.4863364696502686
23,0.5613545775413513,1.3455811738967896,1e-04,0.5266854166984558,1.4326629638671875
24,0.5669339895248413,1.334631323814392,1e-04,0.5298454761505127,1.4465336799621582
25,0.5667790174484253,1.3247538805007935,1e-04,0.5365168452262878,1.4119890928268433
26,0.5672827363014221,1.3206895589828491,1e-04,0.5677668452262878,1.3289185762405396
27,0.5701887011528015,1.316739797592163,1e-04,0.5754915475845337,1.3214247226715088
28,0.5742957592010498,1.3121291399002075,1e-04,0.557584285736084,1.34452223777771
29,0.5760781168937683,1.3023958206176758,1e-04,0.5702247023582458,1.3435587882995605
30,0.5792165398597717,1.2978256940841675,1e-04,0.5667135119438171,1.3543833494186401
31,0.5812700986862183,1.2917909622192383,1e-04,0.569522500038147,1.3319071531295776
32,0.5813863277435303,1.2936185598373413,1e-04,0.5723314881324768,1.327764630317688
33,0.5847960114479065,1.2863163948059082,1e-04,0.5502106547355652,1.370495319366455
34,0.5786740779876709,1.2843343019485474,1e-04,0.5786516666412354,1.3203457593917847
35,0.5845635533332825,1.2716597318649292,1e-04,0.5452949404716492,1.4061616659164429
36,0.5866557955741882,1.2753870487213135,1e-04,0.5491573214530945,1.3465620279312134
37,0.5881281495094299,1.2682394981384277,1e-04,0.5839185118675232,1.2876362800598145
38,0.5934751629829407,1.2620203495025635,1e-04,0.5790027976036072,1.2956596612930298
39,0.5918477773666382,1.2614991664886475,1e-04,0.5747893452644348,1.3295378684997559
40,0.5933589339256287,1.2596758604049683,1e-04,0.5424859523773193,1.4139059782028198
41,0.5949862599372864,1.2539103031158447,1e-04,0.5663623809814453,1.3349539041519165
42,0.597659707069397,1.2547643184661865,1e-04,0.5800561904907227,1.2897562980651855
43,0.5983183979988098,1.245599627494812,1e-04,0.564957857131958,1.3347599506378174
44,0.5984734296798706,1.2549254894256592,1e-04,0.5797050595283508,1.3132332563400269
45,0.6210623979568481,1.158369779586792,5e-05,0.6028792262077332,1.1928058862686157
46,0.6267580986022949,1.1271743774414062,5e-05,0.6077949404716492,1.1959954500198364
47,0.6292766332626343,1.1278959512710571,5e-05,0.5976123809814453,1.2155948877334595
48,0.6298965215682983,1.1191558837890625,5e-05,0.6091994643211365,1.193028450012207
49,0.6314851641654968,1.1176047325134277,5e-05,0.6134129166603088,1.1719945669174194
50,0.6335774064064026,1.1081897020339966,5e-05,0.6116573214530945,1.1849241256713867
51,0.6323763132095337,1.1059565544128418,5e-05,0.6095505356788635,1.1926352977752686
52,0.6332287192344666,1.1028896570205688,5e-05,0.6109550595283508,1.1807814836502075
53,0.6352435350418091,1.1009299755096436,5e-05,0.596207857131958,1.2426002025604248
54,0.6395056247711182,1.0958045721054077,5e-05,0.586727499961853,1.2192411422729492
55,0.640590488910675,1.0855239629745483,5e-05,0.6046348214149475,1.184135913848877
56,0.6425665616989136,1.0880318880081177,5e-05,0.6158707737922668,1.162463665008545
57,0.6430314779281616,1.0888450145721436,5e-05,0.6077949404716492,1.1858714818954468
58,0.6408229470252991,1.088554859161377,5e-05,0.610603928565979,1.1875182390213013
59,0.6465573906898499,1.0764210224151611,5e-05,0.601123571395874,1.1791657209396362
60,0.6473710536956787,1.0757695436477661,5e-05,0.6151685118675232,1.1643935441970825
61,0.6483397483825684,1.0762311220169067,5e-05,0.6190308928489685,1.1696510314941406
62,0.650935709476471,1.0743907690048218,5e-05,0.5993679761886597,1.1945854425430298
63,0.6526793241500854,1.0735540390014648,5e-05,0.6165730357170105,1.1776134967803955
64,0.6584911942481995,1.0275815725326538,2.5e-05,0.629915714263916,1.13773512840271
65,0.6679065227508545,1.0073881149291992,2.5e-05,0.629915714263916,1.1079471111297607
66,0.6716648936271667,0.9965879917144775,2.5e-05,0.627457857131958,1.1003808975219727
67,0.6693013906478882,0.9919033646583557,2.5e-05,0.629915714263916,1.1083400249481201
68,0.675307035446167,0.984950065612793,2.5e-05,0.6334269642829895,1.097283959388733
69,0.6800341010093689,0.9779670238494873,2.5e-05,0.6386938095092773,1.094825029373169
70,0.6763144731521606,0.9755569100379944,2.5e-05,0.6207864880561829,1.1317225694656372
71,0.6765856742858887,0.9738714098930359,2.5e-05,0.6327247023582458,1.1094118356704712
72,0.6771668791770935,0.9719586968421936,2.5e-05,0.6302668452262878,1.1005144119262695
73,0.6837924718856812,0.9635684490203857,2.5e-05,0.6267555952072144,1.0992655754089355
74,0.6794916391372681,0.9631004929542542,2.5e-05,0.6404494643211365,1.1118656396865845
75,0.6817389130592346,0.958900511264801,2.5e-05,0.6228932738304138,1.1319364309310913
76,0.6815064549446106,0.9630740880966187,2.5e-05,0.6337780952453613,1.1117770671844482
77,0.6900306344032288,0.9390365481376648,1.25e-05,0.6313202381134033,1.0900911092758179
