epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.2188771367073059,63.789852142333984,1e-04,0.25526684522628784,54.36126708984375
1,0.2831957936286926,44.09575653076172,1e-04,0.27949437499046326,37.275787353515625
2,0.3169049620628357,27.473508834838867,1e-04,0.2816011309623718,21.556297302246094
3,0.34026890993118286,16.549060821533203,1e-04,0.3711376488208771,12.603660583496094
4,0.3722732365131378,9.839447021484375,1e-04,0.41783708333969116,7.456064224243164
5,0.39927932620048523,6.145142078399658,1e-04,0.43820226192474365,4.931861400604248
6,0.42314696311950684,4.28077507019043,1e-04,0.46313202381134033,3.4938199520111084
7,0.4453097879886627,3.2407302856445312,1e-04,0.4757724702358246,2.8595423698425293
8,0.4729357957839966,2.693321943283081,1e-04,0.5017555952072144,2.4603211879730225
9,0.48587700724601746,2.348921298980713,1e-04,0.4940308928489685,2.3114333152770996
10,0.49343252182006836,2.202298641204834,1e-04,0.4834972023963928,2.129640817642212
11,0.5160990357398987,1.9593777656555176,1e-04,0.5115870833396912,1.9368771314620972
12,0.509512186050415,1.9055657386779785,1e-04,0.5235252976417542,1.851173996925354
13,0.5289240479469299,1.7812358140945435,1e-04,0.5379213690757751,1.7172337770462036
14,0.5449261665344238,1.6425822973251343,1e-04,0.5632022619247437,1.5840601921081543
15,0.548219621181488,1.5771809816360474,1e-04,0.5565308928489685,1.564306378364563
16,0.5496919751167297,1.557159423828125,1e-04,0.5568820238113403,1.5309213399887085
17,0.5547677278518677,1.5312092304229736,1e-04,0.519311785697937,1.611475944519043
18,0.5644930005073547,1.4923406839370728,1e-04,0.557584285736084,1.4822529554367065
19,0.562981903553009,1.4786546230316162,1e-04,0.560042142868042,1.4758861064910889
20,0.5782479047775269,1.4350110292434692,1e-04,0.5835674405097961,1.4271254539489746
21,0.5801076889038086,1.4021477699279785,1e-04,0.5273876190185547,1.5413113832473755
22,0.577589213848114,1.4133974313735962,1e-04,0.5684691071510315,1.4543708562850952
23,0.5732883810997009,1.4541302919387817,1e-04,0.5702247023582458,1.4268375635147095
24,0.587004542350769,1.3837082386016846,1e-04,0.5660112500190735,1.4484241008758545
25,0.591964066028595,1.3534917831420898,1e-04,0.5547752976417542,1.468623161315918
26,0.5911891460418701,1.3485264778137207,1e-04,0.5670645833015442,1.5034571886062622
27,0.6003719568252563,1.342448115348816,1e-04,0.5603932738304138,1.4512360095977783
28,0.6003332138061523,1.319172978401184,1e-04,0.5737359523773193,1.3850854635238647
29,0.6041303277015686,1.303121566772461,1e-04,0.5495084524154663,1.460174560546875
30,0.6031616926193237,1.3076064586639404,1e-04,0.5895364880561829,1.3386220932006836
31,0.6055639386177063,1.2965641021728516,1e-04,0.5969101190567017,1.3013811111450195
32,0.6075012683868408,1.2875009775161743,1e-04,0.5881320238113403,1.3635945320129395
33,0.606803834438324,1.2894688844680786,1e-04,0.6014747023582458,1.3126929998397827
34,0.6074625253677368,1.285738229751587,1e-04,0.5681179761886597,1.3876773118972778
35,0.6125770211219788,1.2790955305099487,1e-04,0.5944522619247437,1.3080157041549683
36,0.6075787544250488,1.2774170637130737,1e-04,0.5898876190185547,1.299746036529541
37,0.6135456562042236,1.2670814990997314,1e-04,0.5948033928871155,1.3228721618652344
38,0.6188538670539856,1.2617586851119995,1e-04,0.5905898809432983,1.3090604543685913
39,0.6195900440216064,1.251825213432312,1e-04,0.6014747023582458,1.3080472946166992
40,0.6192413568496704,1.2506787776947021,1e-04,0.6127106547355652,1.2834787368774414
41,0.6235034465789795,1.2425389289855957,1e-04,0.584269642829895,1.3498167991638184
42,0.6248208284378052,1.236343264579773,1e-04,0.5667135119438171,1.3758906126022339
43,0.6232321858406067,1.2415581941604614,1e-04,0.5941011309623718,1.3383816480636597
44,0.6233872175216675,1.2355669736862183,1e-04,0.5983145833015442,1.2932066917419434
45,0.6263706684112549,1.2319799661636353,1e-04,0.5800561904907227,1.3461036682128906
46,0.6266806125640869,1.2285404205322266,1e-04,0.5909410119056702,1.3197795152664185
47,0.6241233944892883,1.227192997932434,1e-04,0.6144663095474243,1.2660146951675415
48,0.6329187750816345,1.2175137996673584,1e-04,0.5758426785469055,1.3259108066558838
49,0.6297028064727783,1.2213646173477173,1e-04,0.5853230357170105,1.3477195501327515
50,0.6334611773490906,1.2159061431884766,1e-04,0.6091994643211365,1.2937020063400269
51,0.630942702293396,1.215235948562622,1e-04,0.5916432738304138,1.309686303138733
52,0.6306326985359192,1.2161486148834229,1e-04,0.6109550595283508,1.2650160789489746
53,0.6366384029388428,1.2113173007965088,1e-04,0.5976123809814453,1.3090461492538452
54,0.6334224343299866,1.2034825086593628,1e-04,0.6084972023963928,1.2824329137802124
55,0.6335386633872986,1.2098252773284912,1e-04,0.5993679761886597,1.2973253726959229
56,0.636328399181366,1.2027533054351807,1e-04,0.5884831547737122,1.3076156377792358
57,0.6336162090301514,1.2073030471801758,1e-04,0.6341292262077332,1.236609935760498
58,0.640358030796051,1.2011617422103882,1e-04,0.6211376190185547,1.27396559715271
59,0.6374520659446716,1.203410029411316,1e-04,0.6099016666412354,1.2798964977264404
60,0.6384594440460205,1.198688268661499,1e-04,0.6186797618865967,1.280722737312317
61,0.6384207010269165,1.1979955434799194,1e-04,0.6253511309623718,1.2524291276931763
62,0.6369096040725708,1.1976569890975952,1e-04,0.6235954761505127,1.2367836236953735
