epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.2454570084810257,59.75833511352539,1e-04,0.2570224702358246,46.25540542602539
1,0.3138827681541443,33.2768440246582,1e-04,0.3448033630847931,22.758258819580078
2,0.35181525349617004,15.834521293640137,1e-04,0.38026684522628784,10.273619651794434
3,0.3885853886604309,7.403519153594971,1e-04,0.38764044642448425,5.324580669403076
4,0.4059824049472809,4.026354789733887,1e-04,0.3679775297641754,3.2743332386016846
5,0.4153977334499359,2.7654788494110107,1e-04,0.420646071434021,2.556807041168213
6,0.4334146976470947,2.2612833976745605,1e-04,0.44417133927345276,2.0425949096679688
7,0.44666588306427,2.0362954139709473,1e-04,0.3532303273677826,2.818202495574951
8,0.4496105909347534,1.8995510339736938,1e-04,0.4504915773868561,1.89922034740448
9,0.46782130002975464,1.8082455396652222,1e-04,0.4691011309623718,1.7413139343261719
10,0.4761517345905304,1.7388850450515747,1e-04,0.46945226192474365,1.8336464166641235
11,0.4864194691181183,1.692854642868042,1e-04,0.4216994345188141,1.998633861541748
12,0.4937424957752228,1.6634690761566162,1e-04,0.4048455059528351,1.9306848049163818
13,0.5044751763343811,1.628382921218872,1e-04,0.5052668452262878,1.610895037651062
14,0.5115270018577576,1.6030068397521973,1e-04,0.4648876488208771,1.8128620386123657
15,0.5133480429649353,1.5795317888259888,1e-04,0.34304773807525635,2.157874584197998
16,0.5193536877632141,1.5696154832839966,1e-04,0.4473314583301544,1.8808958530426025
17,0.5202448964118958,1.559316873550415,1e-04,0.47296348214149475,1.833631157875061
18,0.5210198163986206,1.5406376123428345,1e-04,0.4771769642829895,1.9186466932296753
19,0.5210973024368286,1.5400519371032715,1e-04,0.4371488690376282,1.7449572086334229
20,0.529466450214386,1.5259904861450195,1e-04,0.4673455059528351,1.9080090522766113
21,0.5557751059532166,1.4122487306594849,5e-05,0.46804773807525635,1.6059565544128418
22,0.5550001859664917,1.3817343711853027,5e-05,0.5273876190185547,1.445542573928833
23,0.5579836368560791,1.3755906820297241,5e-05,0.5308988690376282,1.4279950857162476
24,0.5640668272972107,1.3690881729125977,5e-05,0.5368679761886597,1.4149479866027832
25,0.5661203265190125,1.364012598991394,5e-05,0.5333567261695862,1.4665237665176392
26,0.5663915872573853,1.3545374870300293,5e-05,0.4841994345188141,1.5799603462219238
27,0.5703824162483215,1.349841833114624,5e-05,0.555126428604126,1.430585503578186
28,0.5708086490631104,1.3460279703140259,5e-05,0.5459972023963928,1.4218003749847412
29,0.5698012113571167,1.3439832925796509,5e-05,0.4652387499809265,1.9988439083099365
30,0.5733271241188049,1.3366833925247192,5e-05,0.5249297618865967,1.5152400732040405
31,0.5738695859909058,1.3377701044082642,5e-05,0.5186095237731934,1.5023767948150635
32,0.5944050550460815,1.272416591644287,2.5e-05,0.5565308928489685,1.3673862218856812
33,0.5994420647621155,1.23717200756073,2.5e-05,0.569522500038147,1.2962287664413452
34,0.5992096066474915,1.2273510694503784,2.5e-05,0.5646067261695862,1.3531804084777832
35,0.5999845266342163,1.2206774950027466,2.5e-05,0.5603932738304138,1.3308154344558716
36,0.6049439907073975,1.2178179025650024,2.5e-05,0.5951545238494873,1.255381464958191
37,0.6037816405296326,1.2138671875,2.5e-05,0.48981741070747375,1.5734285116195679
38,0.6087023615837097,1.2068883180618286,2.5e-05,0.5874297618865967,1.2502450942993164
39,0.6033166646957397,1.204087734222412,2.5e-05,0.5737359523773193,1.2984248399734497
40,0.6063776016235352,1.203925609588623,2.5e-05,0.5951545238494873,1.255431056022644
41,0.6137781143188477,1.1977521181106567,2.5e-05,0.6004213690757751,1.2615211009979248
